algorithm_variant,algorithm,family,stream_mode,alpha,final_f1_star,num_runs,config_epsilon,config_delta,config_target_logical_size,avg_norm_abs_error,avg_relative_error,avg_memory_usage_bytes,avg_logical_size,avg_hh_f1
count_min__L_2400,count_min,zipf,non-interleaved,1.5,100000,1,,0.01,2400,0.0003384396345249712,26.64706887294876,34964.0,2400.0,0.93
count_min__L_2400,count_min,zipf,non-interleaved,1.5,200000,1,,0.01,2400,0.0003454710084731683,53.04247950081461,42076.0,2400.0,0.9
count_min__L_2400,count_min,zipf,non-interleaved,1.5,500000,1,,0.01,2400,0.00035069785391566265,126.56044195991262,68900.0,2400.0,0.8399999999999999
count_min__L_2400,count_min,zipf,non-interleaved,2.0,50000,1,,0.01,2400,0.0003298834838333819,13.156737079053089,31436.0,2400.0,0.9500000000000001
count_min__L_2400,count_min,zipf,non-interleaved,2.0,100000,1,,0.01,2400,0.0003376690864022663,26.619324046236947,34992.0,2400.0,0.91
count_min__L_2400,count_min,zipf,non-interleaved,2.0,200000,1,,0.01,2400,0.0003454938823397955,52.91709266152821,42020.0,2400.0,0.89
count_min__L_2400,count_min,zipf,non-interleaved,2.0,500000,1,,0.01,2400,0.0003506851385390428,126.44038364166569,68676.0,2400.0,0.85
count_min__L_2400,count_min,zipf,non-interleaved,3.0,50000,1,,0.01,2400,0.0003334896432681243,13.361989677273206,31240.0,2400.0,0.9500000000000001
count_min__L_2400,count_min,zipf,non-interleaved,3.0,100000,1,,0.01,2400,0.00033857483865263905,26.752401093735433,35104.0,2400.0,0.92
count_min__L_2400,count_min,zipf,non-interleaved,3.0,200000,1,,0.01,2400,0.0003466497785160576,53.38857068265507,41936.0,2400.0,0.9
count_min__L_2400,count_min,zipf,non-interleaved,3.0,500000,1,,0.01,2400,0.00035134805129176936,126.34498894742387,69208.0,2400.0,0.88
count_min__L_2400,count_min,zipf,non-interleaved,4.0,50000,1,,0.01,2400,0.0003312641673931997,13.218468839264505,31296.0,2400.0,0.91
count_min__L_2400,count_min,zipf,non-interleaved,4.0,100000,1,,0.01,2400,0.00034044898318513956,26.907047802503996,35104.0,2400.0,0.93
count_min__L_2400,count_min,zipf,non-interleaved,4.0,200000,1,,0.01,2400,0.00034174728777541666,52.4372599993533,41908.0,2400.0,0.9
count_min__L_2400,count_min,zipf,non-interleaved,4.0,500000,1,,0.01,2400,0.00034900347661188366,125.76465194864431,68592.0,2400.0,0.85
count_min__L_2400,count_min,zipf,non-interleaved,6.0,50000,1,,0.01,2400,0.0003314592710904603,13.240089415882979,31212.0,2400.0,0.93
count_min__L_2400,count_min,zipf,non-interleaved,6.0,100000,1,,0.01,2400,0.00033991255189470896,26.895752760653437,35048.0,2400.0,0.92
count_min__L_2400,count_min,zipf,non-interleaved,6.0,200000,1,,0.01,2400,0.00034633023437065076,53.196862688152855,41684.0,2400.0,0.91
count_min__L_2400,count_min,zipf,non-interleaved,6.0,500000,1,,0.01,2400,0.0003483111854986421,125.67249434386625,68172.0,2400.0,0.87
count_min__L_2400,count_min,zipf,non-interleaved,8.0,50000,1,,0.01,2400,0.0003353648802736602,13.441861426234322,31380.0,2400.0,0.94
count_min__L_2400,count_min,zipf,non-interleaved,8.0,100000,1,,0.01,2400,0.0003397048166151127,26.842017173913007,34992.0,2400.0,0.91
count_min__L_2400,count_min,zipf,non-interleaved,8.0,200000,1,,0.01,2400,0.0003435699361906375,52.51132147190939,41936.0,2400.0,0.92
count_min__L_2400,count_min,zipf,non-interleaved,8.0,500000,1,,0.01,2400,0.0003499362016405292,126.23707421210702,68732.0,2400.0,0.8599999999999999
count_min__L_300,count_min,kosarak,non-interleaved,1.5,50000,1,,0.01,300,0.008889621127977292,269.3230440150646,13324.0,300.0,0.20999999999999996
count_min__L_300,count_min,kosarak,non-interleaved,1.5,100000,1,,0.01,300,0.008929047837664126,499.388215294994,13676.0,300.0,0.20000000000000004
count_min__L_300,count_min,kosarak,non-interleaved,1.5,200000,1,,0.01,300,0.008851724219971449,952.1317607605346,13324.0,300.0,0.18
count_min__L_300,count_min,kosarak,non-interleaved,1.5,500000,1,,0.01,300,0.00880854726270185,2096.60336766445,13324.0,300.0,0.18
count_min__L_300,count_min,kosarak,non-interleaved,2.0,50000,1,,0.01,300,0.008933358675659106,273.8267130651537,13324.0,300.0,0.20000000000000004
count_min__L_300,count_min,kosarak,non-interleaved,2.0,100000,1,,0.01,300,0.008938303220035778,517.2997386640404,13580.0,300.0,0.19
count_min__L_300,count_min,kosarak,non-interleaved,2.0,200000,1,,0.01,300,0.008862795787170018,941.7230251107319,13324.0,300.0,0.19
count_min__L_300,count_min,kosarak,non-interleaved,2.0,500000,1,,0.01,300,0.008834072677002074,2093.8741099863737,13324.0,300.0,0.18
count_min__L_300,count_min,kosarak,non-interleaved,3.0,50000,1,,0.01,300,0.009034331590739356,275.96244602687585,13324.0,300.0,0.20999999999999996
count_min__L_300,count_min,kosarak,non-interleaved,3.0,100000,1,,0.01,300,0.008838102116834742,508.7191191108675,13484.0,300.0,0.18
count_min__L_300,count_min,kosarak,non-interleaved,3.0,200000,1,,0.01,300,0.00882836914864495,944.2139865619513,13324.0,300.0,0.18
count_min__L_300,count_min,kosarak,non-interleaved,3.0,500000,1,,0.01,300,0.00886245692368214,2117.97030827481,13324.0,300.0,0.17
count_min__L_300,count_min,kosarak,non-interleaved,4.0,50000,1,,0.01,300,0.008998040693293142,273.9722306246119,13324.0,300.0,0.22
count_min__L_300,count_min,kosarak,non-interleaved,4.0,100000,1,,0.01,300,0.008847680299433997,511.77777847179755,13412.0,300.0,0.20000000000000004
count_min__L_300,count_min,kosarak,non-interleaved,4.0,200000,1,,0.01,300,0.008771628025912035,939.7268758716228,13324.0,300.0,0.19
count_min__L_300,count_min,kosarak,non-interleaved,4.0,500000,1,,0.01,300,0.008814659318836264,2096.3826943785994,13324.0,300.0,0.17
count_min__L_300,count_min,kosarak,non-interleaved,6.0,50000,1,,0.01,300,0.009032372797220153,279.36804095607994,13324.0,300.0,0.23
count_min__L_300,count_min,kosarak,non-interleaved,6.0,100000,1,,0.01,300,0.008877054017249206,510.9320164118131,13380.0,300.0,0.20000000000000004
count_min__L_300,count_min,kosarak,non-interleaved,6.0,200000,1,,0.01,300,0.008871952849131068,934.4364212626039,13324.0,300.0,0.17
count_min__L_300,count_min,kosarak,non-interleaved,6.0,500000,1,,0.01,300,0.008834817055178518,2073.739293222556,13324.0,300.0,0.15
count_min__L_300,count_min,kosarak,non-interleaved,8.0,50000,1,,0.01,300,0.00880547920892495,272.229053406281,13324.0,300.0,0.20000000000000004
count_min__L_300,count_min,kosarak,non-interleaved,8.0,100000,1,,0.01,300,0.008851046713593564,512.3546145483783,13348.0,300.0,0.20000000000000004
count_min__L_300,count_min,kosarak,non-interleaved,8.0,200000,1,,0.01,300,0.00890905920602327,947.3188611290503,13324.0,300.0,0.18
count_min__L_300,count_min,kosarak,non-interleaved,8.0,500000,1,,0.01,300,0.008883473364371477,2086.2279296662396,13324.0,300.0,0.15
count_min__L_300,count_min,uniform,non-interleaved,1.5,50000,1,,0.01,300,0.016006183252427184,705.8048817590345,13324.0,300.0,0.0
count_min__L_300,count_min,uniform,non-interleaved,1.5,100000,1,,0.01,300,0.016192391824447438,1241.3281760995612,13676.0,300.0,0.0
count_min__L_300,count_min,uniform,non-interleaved,1.5,200000,1,,0.01,300,0.016297833032887288,1881.812614556519,13324.0,300.0,0.0
count_min__L_300,count_min,uniform,non-interleaved,1.5,500000,1,,0.01,300,0.016391719591738133,2118.5004518906308,13324.0,300.0,0.0
count_min__L_300,count_min,uniform,non-interleaved,2.0,50000,1,,0.01,300,0.015984863945578232,703.4133084577114,13324.0,300.0,0.02
count_min__L_300,count_min,uniform,non-interleaved,2.0,100000,1,,0.01,300,0.016166501757274482,1240.5481315483164,13580.0,300.0,0.01
count_min__L_300,count_min,uniform,non-interleaved,2.0,200000,1,,0.01,300,0.016279313159811754,1880.5135227191179,13324.0,300.0,0.0
count_min__L_300,count_min,uniform,non-interleaved,2.0,500000,1,,0.01,300,0.016406904721168267,2115.2201286940726,13324.0,300.0,0.0
count_min__L_300,count_min,uniform,non-interleaved,3.0,50000,1,,0.01,300,0.01602107004683364,703.3475577784566,13324.0,300.0,0.0
count_min__L_300,count_min,uniform,non-interleaved,3.0,100000,1,,0.01,300,0.01616525372188787,1238.8999211502783,13484.0,300.0,0.01
count_min__L_300,count_min,uniform,non-interleaved,3.0,200000,1,,0.01,300,0.016305329240748248,1878.6814579550228,13324.0,300.0,0.0
count_min__L_300,count_min,uniform,non-interleaved,3.0,500000,1,,0.01,300,0.016412458594622887,2117.58209876807,13324.0,300.0,0.0
count_min__L_300,count_min,uniform,non-interleaved,4.0,50000,1,,0.01,300,0.01601381224489796,702.472893282313,13324.0,300.0,0.0
count_min__L_300,count_min,uniform,non-interleaved,4.0,100000,1,,0.01,300,0.016203268007889546,1246.0694243386242,13412.0,300.0,0.0
count_min__L_300,count_min,uniform,non-interleaved,4.0,200000,1,,0.01,300,0.016299203039232678,1882.3223305953243,13324.0,300.0,0.0
count_min__L_300,count_min,uniform,non-interleaved,4.0,500000,1,,0.01,300,0.01641028808523923,2116.6739709516687,13324.0,300.0,0.0
count_min__L_300,count_min,uniform,non-interleaved,6.0,50000,1,,0.01,300,0.015981149466192168,702.2278859515337,13324.0,300.0,0.0
count_min__L_300,count_min,uniform,non-interleaved,6.0,100000,1,,0.01,300,0.016183191496087886,1243.0832915589376,13380.0,300.0,0.0
