algorithm,algorithm_variant,alpha,avg_abs_error,avg_norm_abs_error,avg_relative_error,config_capacity,config_target_logical_size,dataset_name,deletions,domain_size,estimator_seed,family,final_f1_star,heavy_avg_norm_abs_error,heavy_avg_relative_error,heavy_query_count,hh_f1,hh_precision,hh_recall,insertions,logical_size,max_norm_abs_error,memory_usage_bytes,middle_avg_norm_abs_error,middle_avg_relative_error,middle_query_count,observed_final_f1,param_capacity_per_summary,seed,stream_length,stream_mode,support_size,tail_avg_norm_abs_error,tail_avg_relative_error,tail_query_count,validation,config_delta,config_depth,config_width,param_depth,param_seed,param_width,param_capacity,zipf_s,average_transaction_size,distinct_items,occurrence_count,source_path,transaction_count
double_mg,double_mg__L_2400,6.0,15.358611193075637,3.0717222386151273e-05,0.9936451470098125,1200,2400,kosarak__F1_500000__alpha_6p0__non_interleaved,1250000,,20260434,kosarak,500000,0.00052204,0.3612709146307032,100,1.0,1.0,1.0,1750000,2400,0.000572,142248,6.06e-06,0.9916666666666667,100,500000,1200,20260419,3000000,non-interleaved,20334,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,double_ss__L_2400,6.0,245.62963509393134,0.0004912592701878626,123.08588366123114,1200,2400,kosarak__F1_500000__alpha_6p0__non_interleaved,1250000,,20260435,kosarak,500000,4.3999999999999997e-07,0.0004639606630688472,100,1.0,1.0,1.0,1750000,2400,0.000522,280252,0.00051588,94.78833333333334,100,500000,1200,20260419,3000000,non-interleaved,20334,0.00052,260.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,count_min__L_2400,6.0,377.27977771220617,0.0007545595554244123,180.330221875181,,2400,kosarak__F1_500000__alpha_6p0__non_interleaved,1250000,,20260436,kosarak,500000,0.0007997400000000001,0.5534663379299937,100,0.74,0.74,0.74,1750000,2400,0.002192,89760,0.0007635200000000001,140.27466666666666,100,500000,,20260419,3000000,non-interleaved,20334,0.00079424,397.12,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",0.01,5,480,5,20260436,480,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,count_sketch__L_2400,6.0,120.06358807907938,0.00024012717615815875,57.17195542071318,,2400,kosarak__F1_500000__alpha_6p0__non_interleaved,1250000,,20260437,kosarak,500000,0.00023255999999999998,0.15915746937165776,100,0.55,0.55,0.55,1750000,2400,0.006202,75960,0.00026252000000000003,46.27083333333333,100,500000,,20260419,3000000,non-interleaved,20334,0.00021804,109.02,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",0.01,5,480,5,20260437,480,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,integrated_sspm__L_2400,6.0,24.947673846759123,4.9895347693518246e-05,3.82217039551059,2400,2400,kosarak__F1_500000__alpha_6p0__non_interleaved,1250000,,20260438,kosarak,500000,2e-08,2.403846153846154e-05,100,1.0,1.0,1.0,1750000,2400,0.000746,421890,4.21e-05,8.808333333333334,100,500000,,20260419,3000000,non-interleaved,20334,9.3e-06,4.65,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",,,,,,,2400,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,double_mg__L_300,8.0,19.440970350404314,3.888194070080863e-05,0.9994086656134892,150,300,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260419,kosarak,500000,0.002042,0.9365018398290177,100,0.27,0.27,0.27,2250000,300,0.005302,13920,6.06e-06,1.0,100,500000,150,20260419,4000000,non-interleaved,20405,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,double_ss__L_300,8.0,2627.5446214163194,0.0052550892428326395,1254.7379928082594,150,300,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260420,kosarak,500000,0.0032479,2.7528905768928853,100,0.37,0.37,0.37,2250000,300,0.005294,35744,0.00528794,976.1841666666667,100,500000,150,20260419,4000000,non-interleaved,20405,0.005292,2646.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,count_min__L_300,8.0,4441.736682185739,0.008883473364371477,2086.2279296662396,,300,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260421,kosarak,500000,0.00997166,6.941429996954013,100,0.15,0.15,0.15,2250000,300,0.019652,13324,0.00878476,1606.4121666666667,100,500000,,20260419,4000000,non-interleaved,20405,0.00908166,4540.83,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",0.01,5,60,5,20260421,60,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,count_sketch__L_300,8.0,725.2360695907865,0.0014504721391815731,346.2792162180079,,300,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260422,kosarak,500000,0.00148416,1.037439792638599,100,0.09,0.09,0.09,2250000,300,0.05667,13316,0.0012963,241.25366666666665,100,500000,,20260419,4000000,non-interleaved,20405,0.00171362,856.81,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",0.01,5,60,5,20260422,60,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,integrated_sspm__L_300,8.0,78.20171526586621,0.00015640343053173242,5.702561827358696,300,300,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260423,kosarak,500000,0.00212956,1.9292057135502434,100,0.05000000000000001,0.05,0.05,2250000,300,0.011226,57322,6.06e-06,1.0,100,500000,,20260419,4000000,non-interleaved,20405,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,,,300,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,double_mg__L_600,8.0,18.336388140161723,3.6672776280323446e-05,0.9988654192867704,300,600,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260424,kosarak,500000,0.00159208,0.8760981201159599,100,0.34,0.34,0.34,2250000,600,0.002502,27568,6.06e-06,1.0,100,500000,300,20260419,4000000,non-interleaved,20405,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,double_ss__L_600,8.0,1229.653614310218,0.0024593072286204364,591.0524644431619,300,600,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260425,kosarak,500000,0.00090144,0.8627855664113906,100,0.34,0.34,0.34,2250000,600,0.002496,70540,0.00248994,459.72,100,500000,300,20260419,4000000,non-interleaved,20405,0.002494,1247.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,count_min__L_600,8.0,2311.778485665278,0.004623556971330557,1102.1020355459461,,600,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260426,kosarak,500000,0.00440402,3.0659154667637445,100,0.3,0.3,0.3,2250000,600,0.012734,24304,0.004573,836.8268333333333,100,500000,,20260419,4000000,non-interleaved,20405,0.004614,2307.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",0.01,5,120,5,20260426,120,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,count_sketch__L_600,8.0,346.5470717961284,0.0006930941435922568,165.26174935117785,,600,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260427,kosarak,500000,0.00065024,0.44091927925511043,100,0.20000000000000004,0.2,0.2,2250000,600,0.04726,24124,0.0006705799999999999,120.54216666666667,100,500000,,20260419,4000000,non-interleaved,20405,0.0007123,356.15,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",0.01,5,120,5,20260427,120,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,integrated_sspm__L_600,8.0,65.59975496201912,0.00013119950992403822,4.009647638211462,600,600,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260428,kosarak,500000,0.00035266,0.38516089376459683,100,0.13,0.13,0.13,2250000,600,0.005226,112730,6.06e-06,1.0,100,500000,,20260419,4000000,non-interleaved,20405,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,,,600,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,double_mg__L_1200,8.0,17.058613085028178,3.4117226170056356e-05,0.9975180681324484,600,1200,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260429,kosarak,500000,0.00107654,0.7161091995945332,100,0.69,0.69,0.69,2250000,1200,0.00122,66056,6.06e-06,1.0,100,500000,600,20260419,4000000,non-interleaved,20405,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,double_ss__L_1200,8.0,563.9255574614065,0.001127851114922813,274.6283715147684,600,1200,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260430,kosarak,500000,8.524e-05,0.09348933071818027,100,0.67,0.67,0.67,2250000,1200,0.001162,140460,0.00115594,213.48583333333332,100,500000,600,20260419,4000000,non-interleaved,20405,0.00116,580.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,count_min__L_1200,8.0,999.5258024993874,0.0019990516049987746,477.8909986625343,,1200,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260431,kosarak,500000,0.00198136,1.364972678005535,100,0.49,0.49,0.49,2250000,1200,0.004936,46704,0.00197956,362.0846666666667,100,500000,,20260419,4000000,non-interleaved,20405,0.00196376,981.88,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",0.01,5,240,5,20260431,240,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,count_sketch__L_1200,8.0,275.9050232786082,0.0005518100465572163,131.41463638459433,,1200,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260432,kosarak,500000,0.00049318,0.35296191449509967,100,0.27,0.27,0.27,2250000,1200,0.009262,44936,0.0005963,111.91,100,500000,,20260419,4000000,non-interleaved,20405,0.00061906,309.53,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",0.01,5,240,5,20260432,240,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,integrated_sspm__L_1200,8.0,48.47140406763048,9.694280813526096e-05,4.516245544197376,1200,1200,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260433,kosarak,500000,1.6e-07,0.0001782259993984432,100,0.29,0.29,0.29,2250000,1200,0.002356,220302,2.9120000000000002e-05,3.306,100,500000,,20260419,4000000,non-interleaved,20405,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,,,1200,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,double_mg__L_2400,8.0,15.396471453075227,3.0792942906150456e-05,0.9947377918648476,1200,2400,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260434,kosarak,500000,0.00052426,0.3654822038002388,100,1.0,1.0,1.0,2250000,2400,0.00056,117496,6.06e-06,1.0,100,500000,1200,20260419,4000000,non-interleaved,20405,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,double_ss__L_2400,8.0,247.56589071306053,0.0004951317814261211,123.76991558204405,1200,2400,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260435,kosarak,500000,5.4e-07,0.0005682125609491776,100,1.0,1.0,1.0,2250000,2400,0.000526,280140,0.00051994,96.09116666666667,100,500000,1200,20260419,4000000,non-interleaved,20405,0.0005239800000000001,261.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,count_min__L_2400,8.0,379.8167115902965,0.000759633423180593,180.45005001024126,,2400,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260436,kosarak,500000,0.00081232,0.5698953231526411,100,0.72,0.72,0.72,2250000,2400,0.002146,89788,0.0007445,137.645,100,500000,,20260419,4000000,non-interleaved,20405,0.00076098,380.49,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",0.01,5,480,5,20260436,480,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,count_sketch__L_2400,8.0,119.71315853957364,0.00023942631707914725,56.862277053765276,,2400,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260437,kosarak,500000,0.00022304,0.15050318433736876,100,0.56,0.56,0.56,2250000,2400,0.006142,75680,0.00024852,44.00083333333333,100,500000,,20260419,4000000,non-interleaved,20405,0.00022028,110.14,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",0.01,5,480,5,20260437,480,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,integrated_sspm__L_2400,8.0,31.16402842440578,6.232805684881156e-05,4.018455930127446,2400,2400,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260438,kosarak,500000,2e-08,2.3923444976076556e-05,100,0.79,0.79,0.79,2250000,2400,0.000968,427826,4.214e-05,4.8375,100,500000,,20260419,4000000,non-interleaved,20405,1.134e-05,5.67,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,,,2400,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,double_mg__L_300,1.5,4.893126002715044,9.786252005430089e-05,0.9976881462831322,150,300,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260419,kosarak,50000,0.0020377999999999998,0.9343924479555574,100,0.32,0.32,0.32,62500,300,0.00542,15252,3.34e-05,1.0,100,50000,150,20260419,75000,non-interleaved,8103,1.98e-05,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,double_ss__L_300,1.5,260.1004566210046,0.005202009132420091,164.26511251910256,150,300,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260420,kosarak,50000,0.0032612,2.7956971484060675,100,0.31,0.31,0.31,62500,300,0.0053,31964,0.0052666,180.525,100,50000,150,20260419,75000,non-interleaved,8103,0.0052802000000000005,264.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,count_min__L_300,1.5,444.4810563988646,0.008889621127977292,269.3230440150646,,300,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260421,kosarak,50000,0.010004200000000001,7.031358448600532,100,0.20999999999999996,0.21,0.21,62500,300,0.01978,13324,0.0085438,286.545,100,50000,,20260419,75000,non-interleaved,8103,0.0084566,422.83,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",0.01,5,60,5,20260421,60,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,count_sketch__L_300,1.5,71.46883870171541,0.0014293767740343084,44.633451174525675,,300,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260422,kosarak,50000,0.0014888000000000002,1.0860092093558686,100,0.13,0.13,0.13,62500,300,0.0257,12308,0.0014688000000000001,49.33,100,50000,,20260419,75000,non-interleaved,8103,0.0015192,75.96,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",0.01,5,60,5,20260422,60,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,integrated_sspm__L_300,1.5,7.801925212884117,0.00015603850425768235,2.1333315837812434,300,300,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260423,kosarak,50000,0.0009242,0.8630540224097516,100,0.20999999999999996,0.21,0.21,62500,300,0.0031,43714,9.400000000000001e-05,2.515,100,50000,,20260419,75000,non-interleaved,8103,0.0003276,16.38,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,,,,300,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,double_mg__L_600,1.5,4.611255090707146,9.222510181414292e-05,0.9968354183076138,300,600,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260424,kosarak,50000,0.0015834,0.8721329794036866,100,0.4000000000000001,0.4,0.4,62500,600,0.0027,30980,3.34e-05,1.0,100,50000,300,20260419,75000,non-interleaved,8103,1.98e-05,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,double_ss__L_600,1.5,119.41256324817968,0.0023882512649635937,76.3383136244281,300,600,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260425,kosarak,50000,0.0009124000000000001,0.8807774492128488,100,0.42999999999999994,0.43,0.43,62500,600,0.00248,55336,0.0024468,83.945,100,50000,300,20260419,75000,non-interleaved,8103,0.0024616,123.08,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,count_min__L_600,1.5,229.21621621621622,0.004584324324324324,143.63526453126872,,600,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260426,kosarak,50000,0.0044144,3.0916819783435705,100,0.38,0.38,0.38,62500,600,0.0096,21448,0.0045842,156.48666666666665,100,50000,,20260419,75000,non-interleaved,8103,0.0046289999999999994,231.45,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",0.01,5,120,5,20260426,120,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,count_sketch__L_600,1.5,35.53683820807108,0.0007107367641614218,22.309455834810635,,600,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260427,kosarak,50000,0.0006174,0.4433802745285147,100,0.26,0.26,0.26,62500,600,0.04718,19868,0.0006864000000000001,24.208333333333336,100,50000,,20260419,75000,non-interleaved,8103,0.0006420000000000001,32.1,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",0.01,5,120,5,20260427,120,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,integrated_sspm__L_600,1.5,6.428730099962976,0.00012857460199925956,1.8709919578858616,600,600,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260428,kosarak,50000,0.0001602,0.17495466389400782,100,0.44,0.44,0.44,62500,600,0.00144,85178,7.460000000000001e-05,2.03,100,50000,,20260419,75000,non-interleaved,8103,0.0002036,10.18,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,,,,600,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,double_mg__L_1200,1.5,4.275330124645193,8.550660249290387e-05,0.9920595065483829,600,1200,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260429,kosarak,50000,0.0010654,0.7103998550586943,100,0.63,0.63,0.63,62500,1200,0.00126,54128,3.34e-05,1.0,100,50000,600,20260419,75000,non-interleaved,8103,1.9e-05,0.95,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,double_ss__L_1200,1.5,53.71343946686412,0.0010742687893372826,35.17714573571056,600,1200,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260430,kosarak,50000,9.92e-05,0.10764822933795169,100,0.64,0.64,0.64,62500,1200,0.00116,108596,0.001127,38.74,100,50000,600,20260419,75000,non-interleaved,8103,0.0011416,57.08,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,count_min__L_1200,1.5,98.35073429593977,0.0019670146859187957,61.916468938567625,,1200,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260431,kosarak,50000,0.0019474,1.3697715140530946,100,0.55,0.55,0.55,62500,1200,0.0047,22036,0.0019974,68.34166666666667,100,50000,,20260419,75000,non-interleaved,8103,0.0019932,99.66,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",0.01,5,240,5,20260431,240,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,count_sketch__L_1200,1.5,27.798346291496976,0.0005559669258299395,17.50719547556361,,1200,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260432,kosarak,50000,0.00047,0.3412280897270204,100,0.32,0.32,0.32,62500,1200,0.00834,34240,0.0004930000000000001,17.33833333333333,100,50000,,20260419,75000,non-interleaved,8103,0.000589,29.45,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",0.01,5,240,5,20260432,240,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,integrated_sspm__L_1200,1.5,4.942613846723436,9.885227693446872e-05,1.88938245267271,1200,1200,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260433,kosarak,50000,1.8000000000000001e-06,0.0020060965399007376,100,0.99,0.99,0.99,62500,1200,0.00064,167606,8.4e-05,2.265,100,50000,,20260419,75000,non-interleaved,8103,0.00014800000000000002,7.4,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,,,,1200,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
