algorithm,alpha,avg_abs_error,avg_norm_abs_error,avg_relative_error,dataset_name,deletions,domain_size,estimator_seed,family,final_f1_star,heavy_avg_norm_abs_error,heavy_avg_relative_error,heavy_query_count,hh_f1,hh_precision,hh_recall,insertions,logical_size,max_norm_abs_error,memory_usage_bytes,middle_avg_norm_abs_error,middle_avg_relative_error,middle_query_count,observed_final_f1,param_capacity_per_summary,seed,stream_length,stream_mode,support_size,tail_avg_norm_abs_error,tail_avg_relative_error,tail_query_count,validation,param_depth,param_seed,param_width,param_capacity,zipf_s,average_transaction_size,distinct_items,occurrence_count,source_path,transaction_count
double_mg,2.0,7.2900503778337535,1.4580100755667506e-05,0.9991962851085179,zipf__F1_500000__alpha_2p0__non_interleaved__s_1p2,250000,100000,20260419,zipf,500000,0.0016986199999999999,0.7841079002741838,100,0.59,0.59,0.59,750000,398,0.002326,25268,2.4e-06,1.0,100,500000,199,20260419,1000000,non-interleaved,31760,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",,,,,1.2,,,,,
double_ss,2.0,1150.708501259446,0.002301417002518892,829.4902516051826,zipf__F1_500000__alpha_2p0__non_interleaved__s_1p2,250000,100000,20260420,zipf,500000,0.00061722,0.5863679294950506,100,0.59,0.59,0.59,750000,400,0.002316,58612,0.0023136000000000003,1041.2,100,500000,200,20260419,1000000,non-interleaved,31760,0.002314,1157.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",,,,,1.2,,,,,
count_min,2.0,432.09842569269523,0.0008641968513853904,311.40084174890075,zipf__F1_500000__alpha_2p0__non_interleaved__s_1p2,250000,100000,20260421,zipf,500000,0.00081394,0.491925496086562,100,0.7100000000000001,0.71,0.71,750000,1360,0.00613,52736,0.0008690000000000001,390.765,100,500000,,20260419,1000000,non-interleaved,31760,0.00087316,436.58,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",5,20260421,272,,1.2,,,,,
count_sketch,2.0,2.240837531486146,4.481675062972292e-06,1.7823575628033683,zipf__F1_500000__alpha_2p0__non_interleaved__s_1p2,250000,100000,20260422,zipf,500000,2.9e-06,0.0016847759357332501,100,1.0,1.0,1.0,750000,50000,0.000288,725960,5.199999999999999e-06,2.305,100,500000,,20260419,1000000,non-interleaved,31760,4.16e-06,2.08,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,2.0,12.486901763224182,2.497380352644836e-05,2.3863634952870454,zipf__F1_500000__alpha_2p0__non_interleaved__s_1p2,250000,100000,20260423,zipf,500000,0.00130602,1.046614781401001,100,0.22,0.22,0.22,750000,150,0.004974,27474,2.4e-06,1.0,100,500000,,20260419,1000000,non-interleaved,31760,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",,,,150,1.2,,,,,
double_mg,3.0,6.608394921356831,1.3216789842713664e-05,0.9976967668524847,zipf__F1_500000__alpha_3p0__non_interleaved__s_1p2,500000,100000,20260419,zipf,500000,0.00124766,0.6685578992930522,100,0.69,0.69,0.69,1000000,598,0.001406,34284,2.44e-06,1.0,100,500000,299,20260419,1500000,non-interleaved,31662,1.9799999999999997e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",,,,,1.2,,,,,
double_ss,3.0,691.3874676268082,0.0013827749352536165,498.3464657389829,zipf__F1_500000__alpha_3p0__non_interleaved__s_1p2,500000,100000,20260420,zipf,500000,0.00014818,0.1604450820175763,100,0.69,0.69,0.69,1000000,600,0.001396,68916,0.00139356,620.22,100,500000,300,20260419,1500000,non-interleaved,31662,0.00139402,697.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",,,,,1.2,,,,,
count_min,3.0,433.62854525930135,0.0008672570905186028,311.7178369471049,zipf__F1_500000__alpha_3p0__non_interleaved__s_1p2,500000,100000,20260421,zipf,500000,0.00081952,0.498956912307232,100,0.7100000000000001,0.71,0.71,1000000,1360,0.00619,52652,0.00084698,374.14,100,500000,,20260419,1500000,non-interleaved,31662,0.00086684,433.42,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",5,20260421,272,,1.2,,,,,
count_sketch,3.0,2.24452024508875,4.4890404901775e-06,1.782229848236852,zipf__F1_500000__alpha_3p0__non_interleaved__s_1p2,500000,100000,20260422,zipf,500000,3.02e-06,0.0017744166245275972,100,1.0,1.0,1.0,1000000,50000,0.000312,729936,5.54e-06,2.485,100,500000,,20260419,1500000,non-interleaved,31662,3.82e-06,1.91,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,3.0,14.369749226201757,2.8739498452403512e-05,3.019682022693772,zipf__F1_500000__alpha_3p0__non_interleaved__s_1p2,500000,100000,20260423,zipf,500000,0.0008219999999999999,0.699883031871307,100,0.22,0.22,0.22,1000000,200,0.004632,42442,2.44e-06,1.0,100,500000,,20260419,1500000,non-interleaved,31662,4.83e-05,24.15,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",,,,200,1.2,,,,,
double_mg,4.0,6.121365360303414,1.2242730720606826e-05,0.9981844636990526,zipf__F1_500000__alpha_4p0__non_interleaved__s_1p2,750000,100000,20260419,zipf,500000,0.0009514,0.550683656838786,100,0.89,0.89,0.89,1250000,798,0.001004,44724,2.42e-06,1.0,100,500000,399,20260419,2000000,non-interleaved,31640,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",,,,,1.2,,,,,
double_ss,4.0,478.87237673830595,0.0009577447534766119,346.48778450708676,zipf__F1_500000__alpha_4p0__non_interleaved__s_1p2,750000,100000,20260420,zipf,500000,1.96e-05,0.02273590797369379,100,0.89,0.89,0.89,1250000,800,0.00097,115960,0.00096758,433.075,100,500000,400,20260419,2000000,non-interleaved,31640,0.000968,484.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",,,,,1.2,,,,,
count_min,4.0,430.86254740834386,0.0008617250948166877,310.17737891070794,zipf__F1_500000__alpha_4p0__non_interleaved__s_1p2,750000,100000,20260421,zipf,500000,0.00081456,0.492647293244538,100,0.7,0.7,0.7,1250000,1360,0.005204,52764,0.00085494,385.02,100,500000,,20260419,2000000,non-interleaved,31640,0.00086426,432.13,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",5,20260421,272,,1.2,,,,,
count_sketch,4.0,2.214159292035398,4.428318584070796e-06,1.7594125311274293,zipf__F1_500000__alpha_4p0__non_interleaved__s_1p2,750000,100000,20260422,zipf,500000,3.1e-06,0.0017029947297541623,100,1.0,1.0,1.0,1250000,50000,0.000188,726772,5.060000000000001e-06,2.23,100,500000,,20260419,2000000,non-interleaved,31640,4.1199999999999995e-06,2.06,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,4.0,15.135967130214917,3.0271934260429834e-05,3.170179635780828,zipf__F1_500000__alpha_4p0__non_interleaved__s_1p2,750000,100000,20260423,zipf,500000,0.0006781,0.6707483442929791,100,0.24,0.24,0.24,1250000,250,0.00438,48902,2.42e-06,1.0,100,500000,,20260419,2000000,non-interleaved,31640,4.5780000000000006e-05,22.89,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",,,,250,1.2,,,,,
double_mg,6.0,5.477641634560728,1.0955283269121455e-05,0.996972735328557,zipf__F1_500000__alpha_6p0__non_interleaved__s_1p2,1250000,100000,20260419,zipf,500000,0.0005800800000000001,0.34344403046757177,100,0.99,0.99,0.99,1750000,1198,0.000624,63704,2.4e-06,1.0,100,500000,599,20260419,3000000,non-interleaved,31666,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",,,,,1.2,,,,,
double_ss,6.0,284.5148424177351,0.0005690296848354702,207.11062422055943,zipf__F1_500000__alpha_6p0__non_interleaved__s_1p2,1250000,100000,20260420,zipf,500000,7.6e-07,0.0007976061506580975,100,0.99,0.99,0.99,1750000,1200,0.00058,137156,0.00057758,259.99,100,500000,600,20260419,3000000,non-interleaved,31666,0.000578,289.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",,,,,1.2,,,,,
count_min,6.0,430.2124044716731,0.0008604248089433462,310.36842681721885,zipf__F1_500000__alpha_6p0__non_interleaved__s_1p2,1250000,100000,20260421,zipf,500000,0.0008126,0.49013367728159585,100,0.72,0.72,0.72,1750000,1360,0.005352,52764,0.0008830999999999999,398.605,100,500000,,20260419,3000000,non-interleaved,31666,0.00087132,435.66,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",5,20260421,272,,1.2,,,,,
count_sketch,6.0,2.2393734604939053,4.478746920987811e-06,1.782225865012787,zipf__F1_500000__alpha_6p0__non_interleaved__s_1p2,1250000,100000,20260422,zipf,500000,2.74e-06,0.001617946920579004,100,0.99,0.99,0.99,1750000,50000,0.000296,726128,5.12e-06,2.36,100,500000,,20260419,3000000,non-interleaved,31666,4.4e-06,2.2,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,6.0,17.64608728604813,3.5292174572096254e-05,4.231863468927106,zipf__F1_500000__alpha_6p0__non_interleaved__s_1p2,1250000,100000,20260423,zipf,500000,0.00020308,0.23115760716382486,100,0.25,0.25,0.25,1750000,350,0.004018,78806,2.4e-06,1.0,100,500000,,20260419,3000000,non-interleaved,31666,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",,,,350,1.2,,,,,
double_mg,8.0,5.057387095760395,1.011477419152079e-05,0.9957357908238018,zipf__F1_500000__alpha_8p0__non_interleaved__s_1p2,1750000,100000,20260419,zipf,500000,0.000404,0.23894289385012304,100,1.0,1.0,1.0,2250000,1598,0.000462,91552,2.4e-06,1.0,100,500000,799,20260419,4000000,non-interleaved,31819,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,1.2,,,,,
double_ss,8.0,196.93532166315723,0.00039387064332631447,143.9640435368201,zipf__F1_500000__alpha_8p0__non_interleaved__s_1p2,1750000,100000,20260420,zipf,500000,2e-07,0.00019882539022151926,100,1.0,1.0,1.0,2250000,1600,0.000404,231756,0.00040158,180.79,100,500000,800,20260419,4000000,non-interleaved,31819,0.000402,201.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,1.2,,,,,
count_min,8.0,432.6918507809799,0.0008653837015619598,312.18405343959665,zipf__F1_500000__alpha_8p0__non_interleaved__s_1p2,1750000,100000,20260421,zipf,500000,0.0008190200000000001,0.498060778512737,100,0.69,0.69,0.69,2250000,1360,0.006048,52708,0.00082548,373.43,100,500000,,20260419,4000000,non-interleaved,31819,0.00083826,419.13,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",5,20260421,272,,1.2,,,,,
count_sketch,8.0,2.236336779911374,4.4726735598227475e-06,1.7788535976595317,zipf__F1_500000__alpha_8p0__non_interleaved__s_1p2,1750000,100000,20260422,zipf,500000,2.76e-06,0.001593199601666113,100,1.0,1.0,1.0,2250000,50000,0.000178,727640,4.42e-06,2.035,100,500000,,20260419,4000000,non-interleaved,31819,3.98e-06,1.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,8.0,18.613469939344416,3.722693987868883e-05,3.8055918483392337,zipf__F1_500000__alpha_8p0__non_interleaved__s_1p2,1750000,100000,20260423,zipf,500000,1.502e-05,0.018292820949235903,100,0.27,0.27,0.27,2250000,450,0.00376,90886,2.4e-06,1.0,100,500000,,20260419,4000000,non-interleaved,31819,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,450,1.2,,,,,
double_mg,1.5,3.6114584848044204,7.222916969608841e-05,0.9955517787598709,zipf__F1_50000__alpha_1p5__non_interleaved__s_1p2,12500,100000,20260419,zipf,50000,0.0020294,0.8366824952928633,100,0.42999999999999994,0.43,0.43,62500,298,0.0034,14580,1.9600000000000002e-05,0.98,100,50000,149,20260419,75000,non-interleaved,6877,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,,1.2,,,,,
double_ss,1.5,162.3834520866657,0.0032476690417333138,132.6256045821793,zipf__F1_50000__alpha_1p5__non_interleaved__s_1p2,12500,100000,20260420,zipf,50000,0.0012872,1.1175957476042413,100,0.42999999999999994,0.43,0.43,62500,300,0.00332,28072,0.0033004,165.02,100,50000,150,20260419,75000,non-interleaved,6877,0.0033,165.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,,1.2,,,,,
count_min,1.5,41.29518685473317,0.0008259037370946633,33.46392289181809,zipf__F1_50000__alpha_1p5__non_interleaved__s_1p2,12500,100000,20260421,zipf,50000,0.0007874000000000001,0.47844800948359584,100,0.8399999999999999,0.84,0.84,62500,1360,0.00288,23784,0.0008269999999999999,41.35,100,50000,,20260419,75000,non-interleaved,6877,0.000841,42.05,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",5,20260421,272,,1.2,,,,,
count_sketch,1.5,0.13101643158353934,2.620328631670787e-06,0.11660279331639065,zipf__F1_50000__alpha_1p5__non_interleaved__s_1p2,12500,100000,20260422,zipf,50000,1.8000000000000001e-06,0.0010277714212020858,100,1.0,1.0,1.0,62500,50000,0.00016,472448,4.4e-06,0.22,100,50000,,20260419,75000,non-interleaved,6877,4.2000000000000004e-06,0.21,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",5,20260422,10000,,1.2,,,,,
integrated_sspm,1.5,5.729387814453977,0.00011458775628907955,2.172397789654486,zipf__F1_50000__alpha_1p5__non_interleaved__s_1p2,12500,100000,20260423,zipf,50000,0.0014982,1.08045146017713,100,0.29,0.29,0.29,62500,125,0.0052,23474,0.0001234,6.17,100,50000,,20260419,75000,non-interleaved,6877,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,125,1.2,,,,,
double_mg,2.0,3.3678997960967085,6.735799592193417e-05,0.9935174209254254,zipf__F1_50000__alpha_2p0__non_interleaved__s_1p2,25000,100000,20260419,zipf,50000,0.001709,0.7782096112229183,100,0.52,0.52,0.52,75000,398,0.00236,26080,2e-05,1.0,100,50000,199,20260419,100000,non-interleaved,6866,1.98e-05,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 75000}",,,,,1.2,,,,,
double_ss,2.0,112.62598310515584,0.002252519662103117,92.07903432106514,zipf__F1_50000__alpha_2p0__non_interleaved__s_1p2,25000,100000,20260420,zipf,50000,0.00061,0.5620549615620104,100,0.52,0.52,0.52,75000,400,0.00232,49232,0.0023,115.0,100,50000,200,20260419,100000,non-interleaved,6866,0.0023002,115.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 75000}",,,,,1.2,,,,,
count_min,2.0,41.029420332071076,0.0008205884066414214,33.147437062216255,zipf__F1_50000__alpha_2p0__non_interleaved__s_1p2,25000,100000,20260421,zipf,50000,0.0007994,0.47850690873255786,100,0.8399999999999999,0.84,0.84,75000,1360,0.0026,23924,0.0008544000000000001,42.72,100,50000,,20260419,100000,non-interleaved,6866,0.0008454000000000001,42.27,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 75000}",5,20260421,272,,1.2,,,,,
count_sketch,2.0,0.12292455578211477,2.4584911156422957e-06,0.10713399316191326,zipf__F1_50000__alpha_2p0__non_interleaved__s_1p2,25000,100000,20260422,zipf,50000,1.8000000000000001e-06,0.0010714787136043562,100,1.0,1.0,1.0,75000,50000,0.0002,472000,2e-06,0.1,100,50000,,20260419,100000,non-interleaved,6866,3e-06,0.15,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 75000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,2.0,5.600349548499854,0.0001120069909699971,2.2903302713024685,zipf__F1_50000__alpha_2p0__non_interleaved__s_1p2,25000,100000,20260423,zipf,50000,0.0011334,0.8174987439980552,100,0.23,0.23,0.23,75000,150,0.00496,23218,6.9e-05,3.45,100,50000,,20260419,100000,non-interleaved,6866,0.0001176,5.88,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 75000}",,,,150,1.2,,,,,
double_mg,3.0,3.006041426927503,6.012082853855006e-05,0.986816060304098,zipf__F1_50000__alpha_3p0__non_interleaved__s_1p2,50000,100000,20260419,zipf,50000,0.0012454,0.6614993199848791,100,0.72,0.72,0.72,100000,598,0.00162,30476,1.9600000000000002e-05,0.98,100,50000,299,20260419,150000,non-interleaved,6952,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 100000}",,,,,1.2,,,,,
double_ss,3.0,66.98504027617952,0.0013397008055235902,55.43339938678683,zipf__F1_50000__alpha_3p0__non_interleaved__s_1p2,50000,100000,20260420,zipf,50000,0.0001534,0.155870182431582,100,0.72,0.72,0.72,100000,600,0.0014,54608,0.0013802,69.01,100,50000,300,20260419,150000,non-interleaved,6952,0.00138,69.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 100000}",,,,,1.2,,,,,
count_min,3.0,42.06070195627158,0.0008412140391254315,34.177183395892015,zipf__F1_50000__alpha_3p0__non_interleaved__s_1p2,50000,100000,20260421,zipf,50000,0.000803,0.484253077245816,100,0.83,0.83,0.83,100000,1360,0.00278,23812,0.0008576,42.88,100,50000,,20260419,150000,non-interleaved,6952,0.000867,43.35,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 100000}",5,20260421,272,,1.2,,,,,
count_sketch,3.0,0.1224108170310702,2.448216340621404e-06,0.10882631048937139,zipf__F1_50000__alpha_3p0__non_interleaved__s_1p2,50000,100000,20260422,zipf,50000,2.2e-06,0.0010074557014294056,100,1.0,1.0,1.0,100000,50000,0.00014,473064,2.4000000000000003e-06,0.12,100,50000,,20260419,150000,non-interleaved,6952,3.2000000000000003e-06,0.16,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 100000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,3.0,5.807825086306099,0.00011615650172612198,2.3059857681824028,zipf__F1_50000__alpha_3p0__non_interleaved__s_1p2,50000,100000,20260423,zipf,50000,0.0008524,0.7200398089198208,100,0.23,0.23,0.23,100000,200,0.0046,36842,0.00011119999999999999,5.56,100,50000,,20260419,150000,non-interleaved,6952,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 100000}",,,,200,1.2,,,,,
double_mg,4.0,2.7782621331008426,5.556524266201686e-05,0.9842261804739315,zipf__F1_50000__alpha_4p0__non_interleaved__s_1p2,75000,100000,20260419,zipf,50000,0.0009239999999999999,0.5363120342379634,100,0.87,0.87,0.87,125000,798,0.00106,42064,1.98e-05,0.99,100,50000,399,20260419,200000,non-interleaved,6882,1.98e-05,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 75000, 'total_insertions': 125000}",,,,,1.2,,,,,
double_ss,4.0,45.2138913106655,0.00090427782621331,37.59741726765909,zipf__F1_50000__alpha_4p0__non_interleaved__s_1p2,75000,100000,20260420,zipf,50000,4e-05,0.04399827324915282,100,0.87,0.87,0.87,125000,800,0.00096,96136,0.0009396000000000001,46.98,100,50000,400,20260419,200000,non-interleaved,6882,0.0009402,47.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 75000, 'total_insertions': 125000}",,,,,1.2,,,,,
count_min,4.0,41.39668700959024,0.0008279337401918048,33.501108093223465,zipf__F1_50000__alpha_4p0__non_interleaved__s_1p2,75000,100000,20260421,zipf,50000,0.0007884000000000001,0.4953172618189152,100,0.8399999999999999,0.84,0.84,125000,1360,0.00246,23756,0.0008573999999999999,42.87,100,50000,,20260419,200000,non-interleaved,6882,0.0008644,43.22,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 75000, 'total_insertions': 125000}",5,20260421,272,,1.2,,,,,
count_sketch,4.0,0.13411798895669863,2.682359779133973e-06,0.11808332446907194,zipf__F1_50000__alpha_4p0__non_interleaved__s_1p2,75000,100000,20260422,zipf,50000,1.8000000000000001e-06,0.0005535172240676947,100,0.99,0.99,0.99,125000,50000,0.00028,473316,3.6000000000000003e-06,0.18,100,50000,,20260419,200000,non-interleaved,6882,3.6000000000000003e-06,0.18,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 75000, 'total_insertions': 125000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,4.0,6.282766637605348,0.00012565533275210694,2.3617387819045303,zipf__F1_50000__alpha_4p0__non_interleaved__s_1p2,75000,100000,20260423,zipf,50000,0.0006397999999999999,0.6332099408115494,100,0.24,0.24,0.24,125000,250,0.00436,41146,6.3e-05,3.15,100,50000,,20260419,200000,non-interleaved,6882,6.32e-05,3.16,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 75000, 'total_insertions': 125000}",,,,250,1.2,,,,,
double_mg,6.0,2.500653404965878,5.001306809931756e-05,0.9819692183239263,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260419,zipf,50000,0.00058,0.34830923192449254,100,0.98,0.98,0.98,175000,1198,0.00066,53988,2e-05,1.0,100,50000,599,20260419,300000,non-interleaved,6887,1.98e-05,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",,,,,1.2,,,,,
