algorithm,alpha,avg_abs_error,avg_norm_abs_error,avg_relative_error,dataset_name,deletions,domain_size,estimator_seed,family,final_f1_star,heavy_avg_norm_abs_error,heavy_avg_relative_error,heavy_query_count,hh_f1,hh_precision,hh_recall,insertions,logical_size,max_norm_abs_error,memory_usage_bytes,middle_avg_norm_abs_error,middle_avg_relative_error,middle_query_count,observed_final_f1,param_capacity_per_summary,seed,stream_length,stream_mode,support_size,tail_avg_norm_abs_error,tail_avg_relative_error,tail_query_count,validation,param_depth,param_seed,param_width,param_capacity,zipf_s,average_transaction_size,distinct_items,occurrence_count,source_path,transaction_count
count_sketch,8.0,3.2848321489830923,6.5696642979661854e-06,2.02385737156334,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260422,kosarak,500000,4.84e-06,0.003250789843772375,100,1.0,1.0,1.0,2250000,50000,0.00029,854976,5.559999999999999e-06,1.091,100,500000,,20260419,4000000,non-interleaved,20405,5.36e-06,2.68,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,8.0,71.79852977211468,0.00014359705954422936,4.791912883328893,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260423,kosarak,500000,0.00101154,1.0094286302483728,100,0.10000000000000002,0.1,0.1,2250000,450,0.007176,94182,6.06e-06,1.0,100,500000,,20260419,4000000,non-interleaved,20405,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,450,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,1.5,4.891151425398001,9.782302850796002e-05,0.9971304373087267,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260419,kosarak,50000,0.0020424,0.9345268124832031,100,0.31,0.31,0.31,62500,298,0.00544,17968,3.34e-05,1.0,100,50000,149,20260419,75000,non-interleaved,8103,1.98e-05,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,1.5,260.1004566210046,0.005202009132420091,164.26511251910256,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260420,kosarak,50000,0.0032612,2.7956971484060675,100,0.31,0.31,0.31,62500,300,0.0053,32020,0.0052666,180.525,100,50000,150,20260419,75000,non-interleaved,8103,0.0052802000000000005,264.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,1.5,84.67555226459336,0.0016935110452918672,53.06993718218039,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260421,kosarak,50000,0.0016309999999999999,1.1461171043934268,100,0.59,0.59,0.59,62500,1360,0.00352,23208,0.0017422,60.825,100,50000,,20260419,75000,non-interleaved,8103,0.0017656,88.28,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,1.5,0.06935702826113785,1.387140565222757e-06,0.04493229627135472,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260422,kosarak,50000,2.8000000000000003e-06,0.0016280358056984857,100,1.0,1.0,1.0,62500,50000,0.0002,535460,1.2000000000000002e-06,0.03,100,50000,,20260419,75000,non-interleaved,8103,2.2e-06,0.11,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,1.5,8.88325311612983,0.00017766506232259657,1.7707076528285326,kosarak__F1_50000__alpha_1p5__non_interleaved,12500,,20260423,kosarak,50000,0.0024032,1.7161180244056893,100,0.19,0.19,0.19,62500,125,0.00806,23710,3.34e-05,1.0,100,50000,,20260419,75000,non-interleaved,8103,0.00010020000000000001,5.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 12500, 'total_insertions': 62500}",,,,125,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,2.0,4.7460453709380745,9.492090741876149e-05,0.9939589085439093,kosarak__F1_50000__alpha_2p0__non_interleaved,25000,,20260419,kosarak,50000,0.0018492,0.914407113033743,100,0.28,0.28,0.28,75000,398,0.00404,46616,3.3e-05,0.99,100,50000,199,20260419,100000,non-interleaved,8155,1.98e-05,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 75000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,2.0,189.24573881054567,0.0037849147762109136,120.32563425551596,kosarak__F1_50000__alpha_2p0__non_interleaved,25000,,20260420,kosarak,50000,0.002031,1.7850727983185888,100,0.28,0.28,0.28,75000,400,0.00388,54544,0.0038469999999999997,131.9,100,50000,200,20260419,100000,non-interleaved,8155,0.0038602000000000003,193.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 75000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,2.0,84.44757817290007,0.0016889515634580013,53.01371178624273,kosarak__F1_50000__alpha_2p0__non_interleaved,25000,,20260421,kosarak,50000,0.0016354,1.139806002248333,100,0.61,0.61,0.61,75000,1360,0.00354,23200,0.0016955999999999998,58.31,100,50000,,20260419,100000,non-interleaved,8155,0.0017127999999999998,85.64,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 75000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,2.0,0.08534641324340896,1.7069282648681793e-06,0.05657186741354722,kosarak__F1_50000__alpha_2p0__non_interleaved,25000,,20260422,kosarak,50000,2.4000000000000003e-06,0.0013255223212743155,100,1.0,1.0,1.0,75000,50000,0.00014,536124,6.000000000000001e-07,0.02,100,50000,,20260419,100000,non-interleaved,8155,3.8e-06,0.19,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 75000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,2.0,9.792397302268547,0.00019584794604537095,2.400950891720997,kosarak__F1_50000__alpha_2p0__non_interleaved,25000,,20260423,kosarak,50000,0.0020072,1.438899752189635,100,0.09,0.09,0.09,75000,150,0.00796,26554,0.0001122,2.97,100,50000,,20260419,100000,non-interleaved,8155,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 75000}",,,,150,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,3.0,4.65646004480956,9.312920089619118e-05,0.9953856397748007,kosarak__F1_50000__alpha_3p0__non_interleaved,50000,,20260419,kosarak,50000,0.0015924,0.8690560479202076,100,0.41,0.41,0.41,100000,598,0.00274,26988,3.3e-05,0.985,100,50000,299,20260419,150000,non-interleaved,8034,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 100000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,3.0,120.34030370923576,0.002406806074184715,76.67155557489824,kosarak__F1_50000__alpha_3p0__non_interleaved,50000,,20260420,kosarak,50000,0.0009142,0.8567487436557797,100,0.41,0.41,0.41,100000,600,0.0025,55516,0.002467,84.43166666666666,100,50000,300,20260419,150000,non-interleaved,8034,0.00248,124.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 100000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,3.0,84.14015434403784,0.0016828030868807568,52.562801488119916,kosarak__F1_50000__alpha_3p0__non_interleaved,50000,,20260421,kosarak,50000,0.0016406,1.1355622762416564,100,0.59,0.59,0.59,100000,1360,0.00376,23472,0.0017398,59.035,100,50000,,20260419,150000,non-interleaved,8034,0.0017402000000000001,87.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 100000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,3.0,0.08750311177495644,1.7500622354991289e-06,0.05668474988568563,kosarak__F1_50000__alpha_3p0__non_interleaved,50000,,20260422,kosarak,50000,1.8000000000000001e-06,0.0008567497950482966,100,0.99,0.99,0.99,100000,50000,0.00028,534912,3e-06,0.10833333333333334,100,50000,,20260419,150000,non-interleaved,8034,4e-06,0.2,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 100000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,3.0,10.827607667413492,0.00021655215334826986,2.9023286305960054,kosarak__F1_50000__alpha_3p0__non_interleaved,50000,,20260423,kosarak,50000,0.0022722000000000003,1.793839850563531,100,0.10000000000000002,0.1,0.1,100000,200,0.00774,41542,0.000263,6.735,100,50000,,20260419,150000,non-interleaved,8034,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 100000}",,,,200,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,4.0,4.538055764883195,9.076111529766391e-05,0.9876823741593755,kosarak__F1_50000__alpha_4p0__non_interleaved,75000,,20260419,kosarak,50000,0.0013758000000000002,0.813131535049616,100,0.41999999999999993,0.42,0.42,125000,798,0.00196,95156,3.2800000000000004e-05,0.9916666666666667,100,50000,399,20260419,200000,non-interleaved,7962,1.98e-05,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 75000, 'total_insertions': 125000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,4.0,86.4359457422758,0.0017287189148455161,55.62710727155375,kosarak__F1_50000__alpha_4p0__non_interleaved,75000,,20260420,kosarak,50000,0.0004458,0.44220611405940136,100,0.41999999999999993,0.42,0.42,125000,800,0.00182,98156,0.0017866,62.08166666666667,100,50000,400,20260419,200000,non-interleaved,7962,0.0018001999999999998,90.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 75000, 'total_insertions': 125000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,4.0,84.08314493845768,0.0016816628987691535,52.70030962686144,kosarak__F1_50000__alpha_4p0__non_interleaved,75000,,20260421,kosarak,50000,0.0016204,1.122219084503676,100,0.61,0.61,0.61,125000,1360,0.00372,23408,0.001663,59.00166666666667,100,50000,,20260419,200000,non-interleaved,7962,0.0017636,88.18,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 75000, 'total_insertions': 125000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,4.0,0.09645817633760362,1.9291635267520722e-06,0.0646457045462812,kosarak__F1_50000__alpha_4p0__non_interleaved,75000,,20260422,kosarak,50000,2.6000000000000005e-06,0.0015576644506466442,100,0.99,0.99,0.99,125000,50000,0.0002,536248,2.6000000000000005e-06,0.08,100,50000,,20260419,200000,non-interleaved,7962,4e-06,0.2,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 75000, 'total_insertions': 125000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,4.0,13.297412710374278,0.0002659482542074856,3.089518032019445,kosarak__F1_50000__alpha_4p0__non_interleaved,75000,,20260423,kosarak,50000,0.0014893999999999999,1.2233606555125711,100,0.09,0.09,0.09,125000,250,0.00762,47098,0.0001822,4.105,100,50000,,20260419,200000,non-interleaved,7962,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 75000, 'total_insertions': 125000}",,,,250,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,6.0,4.328121121866468,8.656242243732937e-05,0.9895778766838197,kosarak__F1_50000__alpha_6p0__non_interleaved,125000,,20260419,kosarak,50000,0.001097,0.7187760590232917,100,0.61,0.61,0.61,175000,1198,0.00132,61796,3.2800000000000004e-05,1.0,100,50000,599,20260419,300000,non-interleaved,8058,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,6.0,54.62186646810623,0.0010924373293621247,36.150401633947794,kosarak__F1_50000__alpha_6p0__non_interleaved,125000,,20260420,kosarak,50000,8.54e-05,0.08532674872343789,100,0.61,0.61,0.61,175000,1200,0.00118,110076,0.001147,40.49166666666667,100,50000,600,20260419,300000,non-interleaved,8058,0.0011598,57.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,6.0,83.5698684537106,0.001671397369074212,52.93243291184875,kosarak__F1_50000__alpha_6p0__non_interleaved,125000,,20260421,kosarak,50000,0.0016332,1.1295866612801349,100,0.59,0.59,0.59,175000,1360,0.00364,23512,0.0017312,61.0,100,50000,,20260419,300000,non-interleaved,8058,0.0016156,80.78,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,6.0,0.1155373541821792,2.310747083643584e-06,0.07623962759372147,kosarak__F1_50000__alpha_6p0__non_interleaved,125000,,20260422,kosarak,50000,4.2000000000000004e-06,0.0027592910205856214,100,1.0,1.0,1.0,175000,50000,0.00028,534700,2e-06,0.075,100,50000,,20260419,300000,non-interleaved,8058,3.6000000000000003e-06,0.18,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,6.0,14.575577066269545,0.0002915115413253909,5.019402519909804,kosarak__F1_50000__alpha_6p0__non_interleaved,125000,,20260423,kosarak,50000,0.0011458,1.0258555946551136,100,0.10000000000000002,0.1,0.1,175000,350,0.00736,76798,0.00010439999999999999,2.79,100,50000,,20260419,300000,non-interleaved,8058,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",,,,350,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,8.0,4.189655172413793,8.379310344827587e-05,0.9921504767712189,kosarak__F1_50000__alpha_8p0__non_interleaved,175000,,20260419,kosarak,50000,0.0008428000000000001,0.5658974597084963,100,0.89,0.89,0.89,225000,1598,0.001,79192,3.2800000000000004e-05,1.0,100,50000,799,20260419,400000,non-interleaved,7888,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,8.0,37.78093306288032,0.0007556186612576065,25.412992646618964,kosarak__F1_50000__alpha_8p0__non_interleaved,175000,,20260420,kosarak,50000,2.76e-05,0.027438431039973513,100,0.89,0.89,0.89,225000,1600,0.00084,196044,0.0008072,28.4,100,50000,800,20260419,400000,non-interleaved,7888,0.00082,41.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,8.0,81.80261156186613,0.0016360522312373225,51.716352668344605,kosarak__F1_50000__alpha_8p0__non_interleaved,175000,,20260421,kosarak,50000,0.0015508,1.0251564785028247,100,0.58,0.58,0.58,225000,1360,0.00348,23420,0.00169,58.70166666666667,100,50000,,20260419,400000,non-interleaved,7888,0.0016766,83.83,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,8.0,0.10902636916835699,2.18052738336714e-06,0.07334466044668483,kosarak__F1_50000__alpha_8p0__non_interleaved,175000,,20260422,kosarak,50000,3e-06,0.00200484466593943,100,0.99,0.99,0.99,225000,50000,0.0002,533012,2.8000000000000003e-06,0.08833333333333333,100,50000,,20260419,400000,non-interleaved,7888,2.4e-06,0.12,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
